Key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
HQ,1,270,8948,13048,7678,11852,12064,16471,23286,23950,28122,33691,35007,35769,36845,35809,33354,30357,26259,22594,19015,15272,12385,10050,8092,6138,4790,3735,2833,1978,1466,1029,659,529,795
QV,1,283,8829,11884,7424,11761,12087,16615,23765,24109,28010,33945,35353,35622,37183,35731,33231,29779,26093,22592,18599,15136,12444,9888,7944,6153,4873,3805,2912,1949,1428,1012,714,488,815
QR,0,262,8875,12534,7844,12162,12527,16727,23618,24069,27803,33235,34829,35531,37040,35635,33762,30252,26002,22853,18677,15154,12382,9888,8113,6098,5041,3930,3000,2054,1443,1073,706,447,777
IQ,0,259,8746,11841,7344,11549,11900,16488,23667,24059,27942,33604,34718,35697,37223,35419,33496,29970,26400,22204,18481,15339,12474,9847,7865,6253,4830,3910,2836,2066,1507,1056,735,515,798
LQ,1,277,8886,12019,7304,11747,11911,16675,23413,24315,28108,33931,35110,35791,37139,35934,33454,30040,26472,22440,18970,15311,12188,9905,8030,6126,4802,3846,2777,1989,1398,1051,712,482,694
KQ,0,303,9074,12107,7569,12064,12249,16552,23573,24344,28034,33831,34898,36075,36702,35636,33413,30586,26290,22462,18568,15291,12124,10005,7820,5992,4880,3863,2854,2017,1464,1023,688,466,758
MQ,0,287,8814,11857,7318,11659,11838,16454,23513,24181,28291,33749,34952,36267,36876,35639,33483,30347,26446,22670,18651,15229,12235,10008,7879,6104,4718,3748,2778,1999,1391,1037,633,517,740
FQ,0,272,8797,11951,7397,11704,11903,16467,23308,23819,28098,33630,35224,35751,37160,35833,33455,30171,26163,22627,18595,15505,12485,10054,7933,6058,4952,3907,2925,2002,1564,1086,720,515,789
QW,0,272,8748,11703,7377,11573,12040,16421,22981,23917,28003,33310,34819,35721,36821,35582,33486,30511,26304,22643,18750,15493,12528,10095,7820,6287,4834,3892,2933,2015,1437,1075,690,477,782
QY,2,297,8801,12080,7388,11507,12146,16960,23330,23748,27936,33756,35008,35903,36877,35766,33017,30132,26515,22615,18518,15379,12514,10044,7946,6174,4941,3741,2868,2018,1404,1084,689,481,814
EE,0,154,4695,5854,3629,5989,6024,8358,11768,12248,14120,16791,17743,18000,18905,17909,16525,15174,13102,11208,9233,7521,6088,5021,3830,3040,2415,1830,1433,1003,679,531,316,233,360
EH,0,296,8974,12739,7161,12024,11977,16635,23224,23899,28225,33774,34808,36088,36856,35447,33143,30455,26259,22756,18680,15445,12581,9839,7960,6358,4917,3814,2981,1957,1461,955,680,490,728
EV,2,284,8872,11630,6754,11412,11854,16646,23261,23894,27752,33810,35102,35512,36822,35470,33204,30404,26332,22820,18941,15237,12600,10021,7885,6062,4904,3703,2781,1929,1453,997,709,453,752
ER,0,288,8854,12362,7280,12186,12376,16818,23563,24168,28392,33876,35120,35671,37275,35510,33146,30539,26356,22781,18684,15427,12243,9943,8099,6192,4775,3684,2847,1977,1473,1028,686,457,770
EI,0,282,8920,11747,6820,11589,12012,16885,23839,24174,28297,33783,35504,35719,37279,35493,33243,30478,26165,22427,18582,15312,12405,9664,7932,6157,4946,3966,2930,2026,1495,1031,728,526,794
EL,0,277,8894,11751,6945,11465,11959,16744,23279,24257,28120,33705,35106,35847,37268,35528,33026,30301,26475,22692,18254,15342,12488,10085,8065,6086,4943,3787,2846,1975,1464,1050,726,472,788
EK,0,304,8796,11611,7240,11783,12190,16625,23383,24219,28120,33849,35014,35807,36917,35631,33178,30302,26233,22643,18607,15289,12512,10158,7861,6287,4912,3846,2906,2058,1538,1047,693,485,807
EM,0,278,8894,11429,6980,11430,11921,16662,23425,24000,27965,33701,34921,35991,36996,35466,33489,30318,26478,22591,18655,15243,12508,10206,7986,6282,4909,3799,2849,2024,1432,1094,733,444,727
EF,1,291,8779,11600,6707,11383,11784,16784,23517,24199,28247,33506,35078,35833,36888,35601,33463,30042,26269,22860,18808,14927,12336,10043,8016,6134,4811,3719,2839,1963,1435,1037,676,456,761
EW,0,273,9055,11674,7110,11695,12126,16564,23447,23925,28219,33449,35092,35523,36890,35662,33404,30233,26597,22855,18772,15321,12646,10040,7964,6264,4917,3881,2860,1946,1413,1023,677,461,746
EY,0,265,8808,11488,6768,11411,12135,16835,23288,24229,28220,33609,35130,35693,36955,35401,33155,30340,26786,22770,18855,15272,12386,10050,7734,6309,4765,3938,2887,1969,1381,1017,735,498,822
HH,0,163,4334,6775,3381,5918,5974,8222,11607,11950,14139,16660,17419,17797,18600,17510,16686,15020,13283,11297,9515,7668,6519,5088,4056,3166,2450,1913,1388,969,718,529,347,256,364
HV,0,252,8446,12387,6589,11212,11713,16575,23183,24078,28132,33404,35083,35847,37042,35174,33299,30370,26422,22568,18547,15481,12505,10000,7945,6129,4935,3847,2916,2030,1460,1071,684,516,762
HR,2,264,8442,13277,7164,11992,12260,16782,23259,24018,27753,33660,34577,35531,36899,35509,33600,30231,26392,22737,18694,15337,12570,10047,7830,6179,5031,3927,2914,2019,1382,1076,742,494,834
HI,0,275,8537,12530,6685,11528,11917,16441,23273,23867,28344,33439,34937,35468,36871,35407,33311,30483,26273,22986,18867,15428,12484,10109,8153,6284,5025,3723,2908,1976,1429,1027,714,495,837
HL,0,272,8510,12462,6743,11545,11997,16603,23660,24357,28269,33576,35262,35772,37300,35563,33258,30110,26388,22465,18815,15288,12408,10104,7845,6256,4954,3864,2823,2020,1466,974,685,450,756
HK,0,281,8523,12557,7009,11726,12192,16516,23401,23884,28103,33481,34950,35786,36995,35295,33389,30124,26650,22503,18573,15410,12509,10003,7966,6141,4873,3801,2909,1994,1395,1010,710,465,722
HM,0,253,8634,12511,6717,11414,11959,16280,23543,24063,27898,33886,35324,35771,36923,35369,33381,30181,26557,22491,18693,15417,12517,9980,7930,6063,4845,3808,2833,1969,1357,1046,690,510,784
FH,1,285,8426,12390,6565,11454,11682,16317,23197,23969,27768,33418,34554,35667,36849,35264,33079,30384,26583,22999,18666,15420,12627,10089,7824,6416,5012,3771,2979,2034,1472,1087,766,544,815
HW,1,312,8482,12282,6770,11834,11837,16493,23094,24075,27887,33188,34794,35709,36893,35680,33564,30358,26482,22824,18951,15276,12600,10222,7897,6206,4929,3799,2928,2019,1515,1050,756,513,824
HY,0,271,8598,12587,6555,11478,12092,16879,23199,24046,28076,33624,34806,35674,37003,35336,33276,30353,26566,22925,18773,14987,12582,10167,8039,6460,5024,3821,2850,2042,1575,1114,769,530,884
VV,0,128,4183,5815,3253,5615,5932,8409,11885,12224,14080,17055,17355,18179,18451,17840,16678,14969,13273,11126,9339,7700,6270,4995,3926,3056,2444,1854,1364,966,757,505,364,215,371
RV,0,259,8496,12063,6974,11781,12372,16968,23282,24107,28040,33190,34845,35590,36669,35632,33312,30460,26421,22554,18834,15442,12589,10201,7888,6215,4877,3921,2891,1982,1518,1037,684,481,796
IV,0,284,8398,11460,6387,11066,11926,16415,23456,24412,28372,33853,35030,35834,37360,35578,33192,30385,26307,22431,18901,15229,12489,10028,7834,6108,4802,3805,2871,1965,1434,1018,719,482,780
LV,1,279,8483,11350,6598,11188,11860,16709,23498,24472,28042,33686,35175,35717,37405,35498,33110,30261,26170,22630,18758,15390,12527,10038,7968,6255,4903,3857,2833,2007,1428,989,712,480,731
KV,0,264,8484,11275,6753,11356,12431,16986,23444,24225,28074,33652,34774,35712,37046,35625,33653,30140,26339,22233,18645,15350,12227,10048,7867,6071,4909,3869,2928,2019,1430,970,672,479,798
MV,0,277,8448,11408,6398,11217,11940,16724,23105,24195,27809,33213,34738,35862,37084,35587,33487,30116,26172,22731,18595,15473,12354,10134,7939,6241,4951,3904,2782,2002,1406,1013,734,484,829
FV,0,299,8277,11477,6335,10982,11948,16697,23388,23943,27868,33510,34981,35741,36885,35476,33457,30394,26851,22744,18519,15344,12455,10054,8010,6172,4811,3817,2802,1998,1399,1029,746,494,830
VW,1,271,8494,11545,6643,11287,11802,16637,23259,23990,28285,33623,35182,36111,36789,35502,33412,30082,26457,22529,18947,15384,12260,10140,7888,6246,4820,3791,2895,2027,1464,1013,704,471,825
VY,0,278,8333,11436,6503,11054,12291,16851,23700,23963,28073,33594,34926,35532,37268,35279,33440,30376,26342,22748,18678,15390,12503,10144,7983,6041,5037,3868,2899,2003,1416,1043,740,484,781
RR,0,164,4296,6261,3829,6002,6438,8446,11692,12173,13866,16785,17183,18024,18517,17923,16762,15112,13183,11433,9308,7746,6342,5100,4015,3161,2531,2030,1390,970,715,550,324,220,360
IR,0,255,8419,12236,6932,11569,12296,16809,23275,24067,27860,33263,34942,35887,36836,35810,33452,30217,26348,22603,18480,15292,12559,10134,8020,6246,4887,3939,3018,2055,1439,1057,742,453,751
LR,0,292,8486,12126,6896,11629,12226,16959,23643,24453,28098,33791,35052,35680,37233,35676,33446,30343,26488,22473,18768,15116,12372,10047,7875,6189,4809,3817,2808,1896,1435,1010,711,482,723
KR,0,275,8382,12187,7139,11883,12517,16755,23123,23818,28119,33805,35091,35533,36782,35954,33179,30353,26617,22655,18696,15269,12324,10037,7871,6247,4980,3909,3034,2102,1456,1070,719,470,775
MR,0,280,8418,12073,6963,11676,12399,16709,23595,24341,28052,33676,35171,35996,37129,35512,33453,30431,26138,22866,18487,15309,12320,10142,8052,6204,4868,3732,2849,1923,1427,939,722,452,704
FR,1,264,8332,11962,6810,11595,12433,16560,23196,23751,28321,33431,34771,35582,37078,35489,33353,30354,26488,22729,18852,15461,12454,10103,7935,6252,4956,3883,2840,2031,1447,1080,731,479,783
RW,0,308,8487,12047,7026,11823,12166,16579,23182,23928,27881,33559,35089,35616,36961,35243,33401,30559,26483,22364,18789,15479,12565,10153,7949,6264,5038,3913,2853,2047,1486,1046,707,456,778
RY,0,256,8468,11957,6840,11534,12545,16721,23075,23966,28111,33103,35181,35624,37099,35508,33393,30377,26478,22720,18758,15421,12586,10167,8115,6283,4929,3967,3010,2061,1439,1100,715,521,793
II,2,146,4214,5613,3156,5499,5916,8209,11702,12112,13951,16719,17520,18063,18386,17971,16752,15172,13109,11258,9304,7531,6271,5058,4055,3010,2450,1811,1422,1009,702,519,372,228,373
IL,0,295,8474,11509,6436,10955,11677,16347,23461,24277,27843,33436,34965,35590,37062,35382,33485,29969,26573,22444,18709,15363,12543,10144,7929,6250,4959,3825,2930,2001,1444,990,737,529,813
IK,0,271,8439,11431,6726,11574,12130,16424,23320,23983,28150,33493,35128,35746,37121,35571,33370,30272,26037,22497,18840,15442,12447,10132,7938,6186,4929,3877,2985,1935,1490,1103,747,503,778
IM,0,282,8459,11398,6491,10972,11737,16768,23498,24023,28321,33595,35491,35537,37133,35548,33472,29923,26135,22343,18389,15232,12460,9974,7993,6121,4731,3905,2752,2049,1420,996,723,520,763
FI,0,241,8464,11407,6494,11040,11616,16646,23314,24395,28091,33611,35046,35806,36939,35382,33683,30272,26361,22740,18498,15251,12561,9936,7930,6291,5111,3772,2816,2047,1426,1000,677,482,785
IW,0,271,8474,11449,6457,11377,11834,16495,23221,23758,28168,33483,35078,35541,37094,35532,33295,30070,26450,22445,18670,15553,12667,10024,7925,6181,4968,3814,2873,2066,1474,1034,726,495,903
IY,1,281,8279,11295,6411,10982,12031,16703,23339,23924,28080,33630,35041,35544,36954,35581,33564,30302,26150,22796,18628,15610,12593,10229,7814,6301,4889,3917,2853,2057,1382,1075,711,544,807
LL,0,124,4208,5754,3220,5520,5844,8207,11657,12176,13991,16910,17337,17676,18318,17767,16681,15069,13171,11286,9245,7857,6314,5072,3892,3163,2444,1943,1408,1096,742,521,362,230,361
KL,1,292,8279,11407,6731,11299,12089,16518,23319,24087,27893,33578,34841,35421,37308,35613,33562,30468,26514,22828,18564,15158,12464,9950,7918,6225,4881,3789,2869,1929,1454,1026,714,489,797
LM,0,273,8427,11470,6407,10943,11790,16539,23114,23864,27895,33260,35158,35523,36944,35304,33238,30037,26204,22824,18917,15282,12605,10167,8124,6361,5003,3939,2788,1997,1433,1049,664,519,815
FL,0,300,8349,11202,6407,11164,11573,16484,23556,23895,27873,33666,35162,35561,36961,35438,33088,30476,26239,22786,18723,15377,12409,10122,8010,6313,4940,3782,2929,2028,1438,1023,747,489,844
LW,0,277,8414,11434,6518,11346,11749,16369,23230,23811,28004,33126,35033,35451,36926,35456,33691,29843,26357,22720,18748,15413,12579,10050,8004,6178,4971,3985,2886,2108,1477,1103,728,518,784
LY,0,290,8297,11307,6438,11046,11943,16701,23322,23786,27571,33348,34879,35509,36578,35562,33358,30718,26470,22773,18633,15519,12836,9991,8295,6357,4993,3949,2884,2048,1480,1058,688,517,837
KK,1,141,4233,5793,3388,5978,6158,8407,11804,12025,14110,16776,17444,17825,18614,17830,16577,15212,13258,11377,9380,7564,6320,4847,3915,3147,2481,1955,1376,990,703,507,310,226,352
KM,0,287,8535,11460,6806,11451,12349,16668,23309,24148,28105,33672,35025,35690,36727,35508,33543,29888,26418,22628,18648,15185,12415,10145,7951,6142,4811,3805,2872,1921,1428,1042,734,524,766
FK,0,290,8304,11415,6610,11195,12054,16284,23104,24183,27878,33086,35278,35813,36451,35517,33461,30107,26586,22686,18715,15247,12591,10295,7964,6238,4929,3835,2928,2079,1518,1007,728,476,783
KW,0,280,8471,11509,6613,11692,12378,16641,23251,23761,28172,33675,35219,35707,37044,36083,33528,30272,26461,22339,18597,15315,12393,9973,8059,5991,4999,3820,2801,1924,1358,1013,675,472,725
KY,1,282,8423,11323,6682,11437,12432,16735,23219,23909,27855,33522,34786,35424,36914,35251,33341,30774,26466,22848,18891,15457,12655,10125,7995,6321,4926,3847,2972,2050,1486,1012,673,511,778
MM,0,159,4211,5776,3347,5522,6040,8273,11779,12031,14239,17035,17511,17997,18430,17667,16869,15005,13165,11345,9396,7610,6139,4982,3767,3098,2429,1926,1414,968,684,468,363,232,348
FM,0,297,8521,11481,6519,10956,11975,16528,23208,24064,27988,33554,35122,35701,36767,35717,33474,30192,26276,22757,18709,15396,12746,9965,7986,6393,4963,3906,2915,2047,1484,1043,743,460,758
MW,0,304,8381,11376,6605,11229,11862,16504,23300,23835,27799,33524,34764,35467,37187,35386,33414,30503,26643,22615,18964,15443,12649,9990,7949,6305,4938,3861,2813,2068,1472,1024,730,489,798
MY,0,255,8436,11512,6433,10949,12152,16909,23268,24133,28197,33455,34864,35578,37098,35535,33492,30432,26428,22704,18655,15172,12469,10130,8019,6119,4898,3928,2937,2006,1495,1034,701,501,756
FF,0,168,4176,5691,3145,5530,5749,8173,11558,11851,13853,16292,17531,17819,18241,18024,16689,14988,13101,11313,9507,7752,6272,5090,3998,3153,2467,1939,1475,989,690,510,345,235,408
FW,0,276,8175,11617,6383,11207,11840,16204,22860,24106,27898,33130,34906,35524,37051,35670,33336,30576,26919,23053,18497,15531,12542,10071,8018,6249,4902,3938,2860,2082,1445,1059,762,540,836
FY,1,238,8328,11441,6379,11050,12048,16600,23519,23914,27666,33445,35017,35767,36885,35540,33131,30430,26536,22345,18866,15465,12615,10286,8050,6314,5058,3833,2984,2079,1443,1046,753,514,859
WW,0,149,4211,5767,3344,5776,6011,8177,11857,12037,13847,16756,17427,17904,18376,17684,16795,15261,13289,11337,9343,7647,6270,4916,3918,3152,2534,1856,1505,981,711,495,357,240,349
WY,0,267,8359,11116,6488,11143,12117,16442,22999,23999,27608,33538,34975,35246,36903,35692,33484,30233,26416,22644,18895,15221,12734,10148,8068,6334,5024,3820,2918,2087,1506,1113,760,524,853
YY,1,132,4087,5711,3150,5561,6212,8510,11600,11979,14199,16565,17510,17652,18278,17738,16624,15460,13151,11446,9516,7743,6181,5260,3996,2953,2440,1900,1490,999,735,526,386,238,445
